scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,date first observation,date last observation,degree of establishment,introduction pathway,pathway lien,remarks,native range,realm,Source,abundance,threat status,host (normaal niet invullen),date added,added by,verified by
"Lasius bicornis (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1918,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius bicornis (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,2008,2008,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius bicornis (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Brussels,BE,present,2015,2015,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius brunneus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1917,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius brunneus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1896,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius brunneus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Brussels,BE,present,1909,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius citrinus Emery, 1922",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,absent,1920,1920,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EX,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius distinguendis (Emery, 1916)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1964,2011,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius emarginatus (Olivier, 1792)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,2001,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius emarginatus (Olivier, 1792)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1905,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius emarginatus (Olivier, 1792)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Brussels,BE,present,1908,1972,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,DD,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius flavus (Fabricius, 1782)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1866,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius flavus (Fabricius, 1782)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1877,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius flavus (Fabricius, 1782)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Brussels,BE,present,1870,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius fuliginosus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1866,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,adundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius fuliginosus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1905,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius fuliginosus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Brussels,BE,present,1895,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius jensi Seifert, 1982",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1987,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius jensi Seifert, 1982",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1910,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius meridionalis (Bondroit, 1920)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1964,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius meridionalis (Bondroit, 1920)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1964,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,VU,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius mixtus (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1881,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius mixtus (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1910,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius mixtus (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Brussels,BE,present,1909,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius myops Forel, 1894",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,2001,2011,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius myops Forel, 1894",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,2002,2011,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius niger (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1866,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,dominant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius niger (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1870,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,dominant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius niger (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Brussels,BE,present,1872,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,dominant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius platythorax Seifert, 1991",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1912,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius platythorax Seifert, 1991",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1912,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius platythorax Seifert, 1991",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Brussels,BE,present,1908,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius psammophilus Seifert, 1992",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1937,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius sabularum (Bondroit, 1918)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1987,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius sabularum (Bondroit, 1918)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1982,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius umbratus (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Flanders,BE,present,1866,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius umbratus (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Wallonia,BE,present,1876,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Lasius umbratus (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN,Brussels,BE,present,1874,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Leptothorax acervorum (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Leptothorax,species,ICZN,Flanders,BE,present,1950,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Leptothorax acervorum (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Leptothorax,species,ICZN,Wallonia,BE,present,1910,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Leptothorax acervorum (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Leptothorax,species,ICZN,Brussels,BE,present,1909,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Leptothorax gredleri Mayr, 1855",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Leptothorax,species,ICZN,Wallonia,BE,present,2007,2008,native,,,,Palearctic,terrestrial,"Dekoninck W, Wegnez P & Cournault L, 2009. A list of ant species collected in the surrounding area of Rocher Frédericq (Hockai) with the first record of Leptothorax gredleri Mayr, 1855 for Belgium. Bulletin S.R.B.E./K.B.V.E., 145: 22-24.",rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Leptothorax muscorum (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Leptothorax,species,ICZN,Flanders,BE,present,1987,2017,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Leptothorax muscorum (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Leptothorax,species,ICZN,Wallonia,BE,present,1910,2010,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Manica rubida (Latreille, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Manica,species,ICZN,Wallonia,BE,absent,1918,1918,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EX,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Messor structor (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Messor,species,ICZN,Wallonia,BE,absent,1918,1918,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EX,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmecina graminicola Latreille, 1802",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecina,species,ICZN,Flanders,BE,present,1915,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmecina graminicola Latreille, 1802",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecina,species,ICZN,Wallonia,BE,present,1909,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmecina graminicola Latreille, 1802",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecina,species,ICZN,Brussels,BE,present,1910,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica gallienii Bondroit, 1920",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,2007,2020,native,,,,Palearctic,terrestrial,"Vankerkhoven F, Evens J & Dekoninck W, 2008. First observation of Myrmica gallienii, Bondroit 1920 for Belgium (Hymenoptera, Formicidae). Bulletin S.R.B.E./K.B.V.E., 144: 35-42.",rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica karavajevi (Arnol'di, 1930)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,2011,2020,native,,,,Palearctic,terrestrial,"Stevens I, Vankerkhoven F, Vanormelingen P & Dekoninck W, 2020. New observations of the social parasitic ant Myrmica karavajevi (Arnoldi, 1930) in Belgium (Formicidae, Hymenoptera). Bulletin S.R.B.E./K.B.V.E., 156: 113-121.",rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica karavajevi (Arnol'di, 1930)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,doubtful,1951,1951,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EX,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica lobicornis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,1985,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EN,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica lonae Finzi, 1926",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,1987,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,VU,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica lonae Finzi, 1926",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,2013,2013,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EN,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica lonae Finzi, 1926",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Brussels,BE,present,2005,2005,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,DD,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica microrubra Seifert, 1993 nu microgyne van Myrmica rubra",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,form,ICZN,Flanders,BE,present,1976,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica rubra (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,1867,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica rubra (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,1866,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica rubra (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Brussels,BE,present,1884,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica ruginodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,1866,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica ruginodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,1896,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica ruginodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Brussels,BE,present,1908,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
microgyne van Myrmica ruginodis,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,form,ICZN,Flanders,BE,present,1997,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica rugulosa Nylander, 1849",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,1928,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica rugulosa Nylander, 1849",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,1910,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica rugulosa Nylander, 1849",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Brussels,BE,present,1909,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,frequent,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica sabuleti Meinert, 1861",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,1937,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica sabuleti Meinert, 1861",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,1905,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica sabuleti Meinert, 1861",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Brussels,BE,present,1945,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica scabrinodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,1866,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica scabrinodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,1900,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica scabrinodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Brussels,BE,present,1915,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,abundant,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica schencki Viereck, 1903",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,1939,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,NT,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica schencki Viereck, 1903",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,1881,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,NT,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica schencki Viereck, 1903",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Brussels,BE,present,2007,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica specioides Bondroit, 1918",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,1900,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,NT,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica specioides Bondroit, 1918",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,1878,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,VU,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica sulcinodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Flanders,BE,present,1977,1987,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Myrmica sulcinodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,1918,1918,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EX,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
Myrmica vandeli Bondroit 1920,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,species,ICZN,Wallonia,BE,present,2011,2023,native,,,,Palearctic,terrestrial,"DEKONINCK W, WEGNEZ P & VANKERKHOVEN F, 2022. First records for Belgium of the ant species Myrmica vandeli Bondroit, 1920 (Hymenoptera: Formicidae). Bulletin SRBE/KBVE, 158: 19-24.",rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
Plagiolepis pyrenaica Emery 1921,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,species,ICZN,Wallonia,BE,present,1949,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Polyergus rufescens Latreille, 1798",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyergus,species,ICZN,Flanders,BE,present,1943,2022,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Polyergus rufescens Latreille, 1798",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyergus,species,ICZN,Wallonia,BE,doubtful,1918,1918,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EX,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Ponera coarctata (Latreille, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ponera,species,ICZN,Flanders,BE,present,1949,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Ponera coarctata (Latreille, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ponera,species,ICZN,Wallonia,BE,present,1909,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Ponera coarctata (Latreille, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ponera,species,ICZN,Brussels,BE,present,1910,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,occasional,LC,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Ponera testacea Emery, 1895",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ponera,species,ICZN,Flanders,BE,present,2017,2017,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,CR,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Ponera testacea Emery, 1895",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ponera,species,ICZN,Wallonia,BE,present,1942,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,VU,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
"Solenopsis fugax (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,species,ICZN,Flanders,BE,present,1977,2023,native,,,,Palearctic,terrestrial,FORMIDABEL Databank,rare,EN,,,Wouter Dekoninck & Charlotte Taelman,Wouter Dekoninck
