language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,nomenclaturalCode
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:1d59be9f5c875dc89dabda9fa9046b40,"Myrmica sulcinodis Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:200b8c80161b4c9dfa9284fd9041e310,"Temnothorax unifasciatus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:2221bb1c3965593a1d5a4b15bd638283,"Harpagoxenus sublaevis Nylander, 1849",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:2290876e66f67ea6f8d305c3435b3aef,"Tetramorium bicarinatum 
(Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:231669399c264299ac25a4323ccdf52f,"Leptothorax muscorum (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:27bb7a9ac86ba2c5def015e533b0e385,"Dolichoderus quadripunctatus Linnaeus, 1771",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Dolichoderus,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:28f3c8dd6a8aa7d9ce266727879cec61,"Hypoponera ergatendria (Forel, 1893)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Hypoponera,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:2d57d07e1d3d3026cac2d4d4d94a4421,"Technomyrmex vitiensis Mann, 1921",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Technomyrmex,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:2e6e421459effa52fce5a7f167f6b19e,"Lasius jensi Seifert, 1982",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:30418a9e5d78ae9f5ed8c0258cdcf042,"Formica polyctena Förster, 1850",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:30f7593f013ea0dfb09652383ae48359,"Lasius psammophilus Seifert, 1992",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:314aeef7f38b0f092d5f40fbf139df9c,"Tetraponera allaborans (Walker, 1859)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetraponera,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:32b4fe25eabadc45c269c21c19431dd9,Formica rufa x polyctena,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,form,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:33a152d620e9396063648f4816e8e1b7,"Tapinoma magnum Mayr, 1861",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:35cbe614d0ba860bcd50e991111fc16d,"Temnothorax parvulus (Schenck, 1852)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:374846052e83e17cda0e9b5a34701d5b,"Lasius flavus (Fabricius, 1782)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:377d2dc1d65487dd5f63b532e396d4e3,"Temnothorax tuberum (Fabricius, 1775)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:3dbe821c55a86bfc47319463f2406724,"Lasius brunneus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:4425d2d384de028bc6cf5cbb5790aa9e,"Lasius mixtus (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:456ba539144509ecf100ab48a5ddafc7,"Lasius platythorax Seifert, 1991",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:46f75db2bfca28104a610984172f1d16,"Paratrechina longicornis (Latreille, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:48c90c933e35231900b9f8a82c7d5236,"Lasius alienus (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:4b6424aeaf81a772be122532e0c39b05,"Camponotus piceus (Leach, 1825)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:4d268d72a036f8976ebc59d598d6dc5a,"Camponotus herculeanus Linnaeus, 1758",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:501ddc761e9ded796dc8f9718942f845,"Formicoxenus nitidulus (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:52a0b1054257e84e5e96a61b52f6b95b,"Lasius umbratus (Nylander, 1846)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:54fd64a0871b4b830b30c43274d43630,"Formica pressilabris Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:55995d3bb397aedf636ace20dac127bc,"Formica lemani Bondroit, 1917",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:566ff2a2d031fc0c22cdb1efc0201773,"Temnothorax nigriceps (Mayr, 1855)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:56a51ef43fe87efd5ff8ab3f93a413c3,"Ponera coarctata (Latreille, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:5837058822f3e24caeddd21a7dfc4326,"Lasius fuliginosus (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:5b9e47bd0e7f302cd9989aa50b9426d4,"Formica rufibarbis Fabricius, 1793",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:5d980be02164004c70f2200b98050c86,"Myrmica gallienii Bondroit, 1920",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:5f510cbdfc3f23ee444960913a92e4a2,"Temnothorax albipennis (Curtis, 1854)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:5fae7ac2e66d71c03dc7b81cc4ed2722,microgyne van Myrmica ruginodis,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,form,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:626f9578886449933ec8af114a025ded,"Solenopsis fugax (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:6403b49993158cd98c55bb7bf275372e,"Myrmica schencki Viereck, 1903",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:693bef777dbee9087ed985337ea7dd94,"Formica picea Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:6a3dacde2bcb11be5599514da7c3765c,"Aphaenogaster subterranea (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Aphaenogaster,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:6ace4f4bb6441dcd4d979df6325d1892,"Hypoponera punctatissima (Roger, 1859)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Hypoponera,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:6b35290c57876762e83df95f30352fa3,"Tetramorium impurum (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:727c00b8e299ed34d52239b3b92bf805,"Polyergus rufescens Latreille, 1798",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:72ff93034eb459a97dd58a4284598b6c,"Messor structor (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:73ea2c71df8bc15f9173f693e5197a82,"Plagiolepis pygmaea (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:785e2f0229c16b3b131a3e058d4fe5a1,"Lasius niger (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:7c71f4bd5a550f552ca4ccecd033c75d,"Formica rufa Linnaeus, 1761",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:82243753baf777aef94e1e2b32bdc278,"Tapinoma subboreale Seifert, 2011",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:84c3474b7bac93adde2b71f1cede35eb,"Tapinoma melanocephalum 
(Fabricius, 1793)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:86b93f257457bfbb98e33ef03ed2ac0c,"Camponotus ligniperda (Latreille, 1802)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:91ee6ec970ae60ec93cf6fe6ce65b594,"Pheidole bilimeki Mayr, 1870",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:93854deb27d5ebc09e04446886458f1f,"Formica cunicularia Latreille, 1798",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:9cd8f165f667cadd8fd4545f8be9c68b,"Myrmica specioides Bondroit, 1918",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:9d0764c2c90289f8cbbaa6ca5ac71504,"Formica truncorum Fabricius, 1804",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:9e1a3b722ba4eb74ea83b9da748a62ab,"Temnothorax nylanderi (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:a1196d05362401dd27670b844d180ce6,"Ponera testacea Emery, 1895",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:a20a129a6da1e15e4fe601c9a50dc928,"Stenamma westwoodii (Westwood, 1839)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:a323967821fdf4dec9b7ed8d9715210b,"Tapinoma erraticum (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:a50880ad8d5d562bdfbb87599ea04be5,"Leptothorax acervorum (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:a9d190cfb814726676ffd6bc52d8effe,"Lasius citrinus Emery, 1922",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:ae1542f068b969f61a9d29a02c694c95,"Lasius neglectus Van Loon et al., 1990",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:b034ac16510d6f6cd3ce0be8a07a810a,"Formica exsecta Nylander, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:b0698c5ec203578ef8914bf116ef5418,"Formica sanguinea Latreille, 1798",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:b1dc326d2ca46f89ddf3f841a1c4a108,"Linepithema humile (Mayr, 1868)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:b59f36d97f774dd4b9fc18ebc40ac79d,"Lasius meridionalis (Bondroit, 1920)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:b9da4e31015f1c1606ea866e56697b7f,"Formica foreli Bondroit, 1918",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
en,http://creativecommons.org/publicdomain/zero/1.0/,RBINS,https://www.inbo.be/en/norms-data-use,,RBINS,Checklist of the ants in Belgium,belgian-formicidae-checklist:taxon:b9e9ca1d8235b6b860173304ba34ffbd,"Lasius bicornis (Förster, 1850)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,species,ICZN
